"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"1943","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2144099","1","1460","63344  >  80 [ACK] Seq=2144099 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1944","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2145559","1","1460","63344  >  80 [PSH, ACK] Seq=2145559 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1945","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2147019","1","1460","63344  >  80 [ACK] Seq=2147019 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1946","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2148479","1","1460","63344  >  80 [ACK] Seq=2148479 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1947","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2149939","1","1460","63344  >  80 [ACK] Seq=2149939 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1948","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2151399","1","1460","63344  >  80 [ACK] Seq=2151399 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1949","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2152859","1","1460","63344  >  80 [ACK] Seq=2152859 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1950","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2154319","1","1460","63344  >  80 [ACK] Seq=2154319 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1951","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2155779","1","1460","63344  >  80 [ACK] Seq=2155779 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1952","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2157239","1","1460","63344  >  80 [ACK] Seq=2157239 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1953","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2158699","1","1460","63344  >  80 [ACK] Seq=2158699 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1954","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2160159","1","1460","63344  >  80 [ACK] Seq=2160159 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1955","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2161619","1","1460","63344  >  80 [ACK] Seq=2161619 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1956","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2163079","1","1460","63344  >  80 [PSH, ACK] Seq=2163079 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1957","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2164539","1","1460","63344  >  80 [ACK] Seq=2164539 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1958","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2165999","1","1460","63344  >  80 [ACK] Seq=2165999 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1959","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2167459","1","1460","63344  >  80 [ACK] Seq=2167459 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1960","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2168919","1","1460","63344  >  80 [ACK] Seq=2168919 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1961","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2170379","1","1460","63344  >  80 [ACK] Seq=2170379 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1962","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2171839","1","1460","63344  >  80 [ACK] Seq=2171839 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1963","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2173299","1","1460","63344  >  80 [ACK] Seq=2173299 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1964","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2174759","1","1460","63344  >  80 [ACK] Seq=2174759 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1965","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2176219","1","1460","63344  >  80 [ACK] Seq=2176219 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1966","4.305916","10.135.49.223","128.119.245.12","TCP","1514","2177679","1","1460","63344  >  80 [ACK] Seq=2177679 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1967","4.305916","10.135.49.223","128.119.245.12","TCP","696","2179139","1","642","63344  >  80 [PSH, ACK] Seq=2179139 Ack=1 Win=65536 Len=642 [TCP segment of a reassembled PDU]"
"1968","4.309131","10.135.49.223","128.119.245.12","TCP","1514","2179781","1","1460","63344  >  80 [ACK] Seq=2179781 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1969","4.309131","10.135.49.223","128.119.245.12","TCP","1514","2181241","1","1460","63344  >  80 [ACK] Seq=2181241 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1970","4.309131","10.135.49.223","128.119.245.12","TCP","1514","2182701","1","1460","63344  >  80 [ACK] Seq=2182701 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1971","4.309131","10.135.49.223","128.119.245.12","TCP","1514","2184161","1","1460","63344  >  80 [ACK] Seq=2184161 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1972","4.328549","10.135.49.223","51.89.98.179","TCP","55","1","1","1","59787  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1 [TCP segment of a reassembled PDU]"
"1973","4.374785","51.89.98.179","10.135.49.223","TCP","54","0","2","0","443  >  59787 [ACK] Seq=0 Ack=2 Win=501 Len=0"
"1974","4.374824","10.135.49.223","51.89.98.179","TCP","54","2","1","0","[TCP Dup ACK 1972#1] [TCP ACKed unseen segment] 59787  >  443 [ACK] Seq=2 Ack=1 Win=256 Len=0"
"1975","4.458436","128.119.245.12","10.135.49.223","TCP","54","1","1734372","0","80  >  63344 [ACK] Seq=1 Ack=1734372 Win=1195392 Len=0"
"1976","4.458489","10.135.49.223","128.119.245.12","TCP","1514","2185621","1","1460","63344  >  80 [ACK] Seq=2185621 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1977","4.458489","10.135.49.223","128.119.245.12","TCP","1514","2187081","1","1460","63344  >  80 [ACK] Seq=2187081 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1978","4.484376","51.89.98.179","10.135.49.223","TCP","66","1","2","0","[TCP Previous segment not captured] 443  >  59787 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"1979","4.503681","128.119.245.12","10.135.49.223","TCP","54","1","1737292","0","80  >  63344 [ACK] Seq=1 Ack=1737292 Win=1195392 Len=0"
"1980","4.503681","128.119.245.12","10.135.49.223","TCP","54","1","1740212","0","80  >  63344 [ACK] Seq=1 Ack=1740212 Win=1195392 Len=0"
"1981","4.503776","10.135.49.223","128.119.245.12","TCP","1514","2188541","1","1460","63344  >  80 [ACK] Seq=2188541 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1982","4.503776","10.135.49.223","128.119.245.12","TCP","1514","2190001","1","1460","63344  >  80 [ACK] Seq=2190001 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1983","4.503776","10.135.49.223","128.119.245.12","TCP","1514","2191461","1","1460","63344  >  80 [ACK] Seq=2191461 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1984","4.503776","10.135.49.223","128.119.245.12","TCP","1514","2192921","1","1460","63344  >  80 [ACK] Seq=2192921 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1985","4.513889","128.119.245.12","10.135.49.223","TCP","54","1","1748972","0","80  >  63344 [ACK] Seq=1 Ack=1748972 Win=1195392 Len=0"
"1986","4.513889","128.119.245.12","10.135.49.223","TCP","54","1","1754812","0","80  >  63344 [ACK] Seq=1 Ack=1754812 Win=1195392 Len=0"
"1987","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2194381","1","1460","63344  >  80 [ACK] Seq=2194381 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1988","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2195841","1","1460","63344  >  80 [PSH, ACK] Seq=2195841 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1989","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2197301","1","1460","63344  >  80 [ACK] Seq=2197301 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1990","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2198761","1","1460","63344  >  80 [ACK] Seq=2198761 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1991","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2200221","1","1460","63344  >  80 [ACK] Seq=2200221 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1992","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2201681","1","1460","63344  >  80 [ACK] Seq=2201681 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1993","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2203141","1","1460","63344  >  80 [ACK] Seq=2203141 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1994","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2204601","1","1460","63344  >  80 [ACK] Seq=2204601 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1995","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2206061","1","1460","63344  >  80 [ACK] Seq=2206061 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1996","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2207521","1","1460","63344  >  80 [ACK] Seq=2207521 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1997","4.514052","10.135.49.223","128.119.245.12","TCP","1514","2208981","1","1460","63344  >  80 [ACK] Seq=2208981 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1998","4.514914","128.119.245.12","10.135.49.223","TCP","54","1","1763572","0","80  >  63344 [ACK] Seq=1 Ack=1763572 Win=1195392 Len=0"
"1999","4.514914","128.119.245.12","10.135.49.223","TCP","54","1","1770872","0","80  >  63344 [ACK] Seq=1 Ack=1770872 Win=1195392 Len=0"
"2000","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2210441","1","1460","63344  >  80 [ACK] Seq=2210441 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2001","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2211901","1","1460","63344  >  80 [PSH, ACK] Seq=2211901 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2002","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2213361","1","1460","63344  >  80 [ACK] Seq=2213361 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2003","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2214821","1","1460","63344  >  80 [ACK] Seq=2214821 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2004","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2216281","1","1460","63344  >  80 [ACK] Seq=2216281 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2005","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2217741","1","1460","63344  >  80 [ACK] Seq=2217741 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2006","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2219201","1","1460","63344  >  80 [ACK] Seq=2219201 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2007","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2220661","1","1460","63344  >  80 [ACK] Seq=2220661 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2008","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2222121","1","1460","63344  >  80 [ACK] Seq=2222121 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2009","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2223581","1","1460","63344  >  80 [ACK] Seq=2223581 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2010","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2225041","1","1460","63344  >  80 [ACK] Seq=2225041 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2011","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2226501","1","1460","63344  >  80 [ACK] Seq=2226501 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2012","4.515020","10.135.49.223","128.119.245.12","TCP","1514","2227961","1","1460","63344  >  80 [PSH, ACK] Seq=2227961 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2013","4.524660","128.119.245.12","10.135.49.223","TCP","54","1","1779632","0","80  >  63344 [ACK] Seq=1 Ack=1779632 Win=1195392 Len=0"
"2014","4.524737","10.135.49.223","128.119.245.12","TCP","1514","2229421","1","1460","63344  >  80 [ACK] Seq=2229421 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2015","4.524737","10.135.49.223","128.119.245.12","TCP","1514","2230881","1","1460","63344  >  80 [ACK] Seq=2230881 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2016","4.524737","10.135.49.223","128.119.245.12","TCP","1514","2232341","1","1460","63344  >  80 [ACK] Seq=2232341 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2017","4.524737","10.135.49.223","128.119.245.12","TCP","1514","2233801","1","1460","63344  >  80 [ACK] Seq=2233801 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2018","4.524737","10.135.49.223","128.119.245.12","TCP","1514","2235261","1","1460","63344  >  80 [ACK] Seq=2235261 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2019","4.524737","10.135.49.223","128.119.245.12","TCP","1514","2236721","1","1460","63344  >  80 [ACK] Seq=2236721 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2020","4.528764","128.119.245.12","10.135.49.223","TCP","54","1","1786932","0","80  >  63344 [ACK] Seq=1 Ack=1786932 Win=1195392 Len=0"
"2021","4.528764","128.119.245.12","10.135.49.223","TCP","54","1","1794232","0","80  >  63344 [ACK] Seq=1 Ack=1794232 Win=1195392 Len=0"
"2022","4.528764","128.119.245.12","10.135.49.223","TCP","54","1","1798612","0","80  >  63344 [ACK] Seq=1 Ack=1798612 Win=1195392 Len=0"
"2023","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2238181","1","1460","63344  >  80 [ACK] Seq=2238181 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2024","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2239641","1","1460","63344  >  80 [ACK] Seq=2239641 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2025","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2241101","1","1460","63344  >  80 [ACK] Seq=2241101 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2026","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2242561","1","1460","63344  >  80 [ACK] Seq=2242561 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2027","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2244021","1","1460","63344  >  80 [PSH, ACK] Seq=2244021 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2028","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2245481","1","1460","63344  >  80 [ACK] Seq=2245481 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2029","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2246941","1","1460","63344  >  80 [ACK] Seq=2246941 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2030","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2248401","1","1460","63344  >  80 [ACK] Seq=2248401 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2031","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2249861","1","1460","63344  >  80 [ACK] Seq=2249861 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2032","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2251321","1","1460","63344  >  80 [ACK] Seq=2251321 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2033","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2252781","1","1460","63344  >  80 [ACK] Seq=2252781 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2034","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2254241","1","1460","63344  >  80 [ACK] Seq=2254241 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2035","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2255701","1","1460","63344  >  80 [ACK] Seq=2255701 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2036","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2257161","1","1460","63344  >  80 [ACK] Seq=2257161 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2037","4.528898","10.135.49.223","128.119.245.12","TCP","1514","2258621","1","1460","63344  >  80 [ACK] Seq=2258621 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2038","4.542153","128.119.245.12","10.135.49.223","TCP","54","1","1801532","0","80  >  63344 [ACK] Seq=1 Ack=1801532 Win=1195392 Len=0"
"2039","4.542153","128.119.245.12","10.135.49.223","TCP","54","1","1808832","0","80  >  63344 [ACK] Seq=1 Ack=1808832 Win=1195392 Len=0"
"2040","4.542351","128.119.245.12","10.135.49.223","TCP","54","1","1816132","0","80  >  63344 [ACK] Seq=1 Ack=1816132 Win=1195392 Len=0"
"2041","4.542351","128.119.245.12","10.135.49.223","TCP","54","1","1820512","0","80  >  63344 [ACK] Seq=1 Ack=1820512 Win=1195392 Len=0"
"2042","4.542351","128.119.245.12","10.135.49.223","TCP","54","1","1823432","0","80  >  63344 [ACK] Seq=1 Ack=1823432 Win=1195392 Len=0"
"2043","4.542351","128.119.245.12","10.135.49.223","TCP","54","1","1830732","0","80  >  63344 [ACK] Seq=1 Ack=1830732 Win=1195392 Len=0"
"2044","4.542351","128.119.245.12","10.135.49.223","TCP","54","1","1836572","0","80  >  63344 [ACK] Seq=1 Ack=1836572 Win=1195392 Len=0"
"2045","4.542351","128.119.245.12","10.135.49.223","TCP","54","1","1842412","0","80  >  63344 [ACK] Seq=1 Ack=1842412 Win=1195392 Len=0"
"2046","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2260081","1","1460","63344  >  80 [ACK] Seq=2260081 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2047","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2261541","1","1460","63344  >  80 [PSH, ACK] Seq=2261541 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2048","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2263001","1","1460","63344  >  80 [ACK] Seq=2263001 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2049","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2264461","1","1460","63344  >  80 [ACK] Seq=2264461 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2050","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2265921","1","1460","63344  >  80 [ACK] Seq=2265921 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2051","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2267381","1","1460","63344  >  80 [ACK] Seq=2267381 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2052","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2268841","1","1460","63344  >  80 [ACK] Seq=2268841 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2053","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2270301","1","1460","63344  >  80 [ACK] Seq=2270301 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2054","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2271761","1","1460","63344  >  80 [ACK] Seq=2271761 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2055","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2273221","1","1460","63344  >  80 [ACK] Seq=2273221 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2056","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2274681","1","1460","63344  >  80 [ACK] Seq=2274681 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2057","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2276141","1","1460","63344  >  80 [ACK] Seq=2276141 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2058","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2277601","1","1460","63344  >  80 [PSH, ACK] Seq=2277601 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2059","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2279061","1","1460","63344  >  80 [ACK] Seq=2279061 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2060","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2280521","1","1460","63344  >  80 [ACK] Seq=2280521 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2061","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2281981","1","1460","63344  >  80 [ACK] Seq=2281981 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2062","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2283441","1","1460","63344  >  80 [ACK] Seq=2283441 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2063","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2284901","1","1460","63344  >  80 [ACK] Seq=2284901 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2064","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2286361","1","1460","63344  >  80 [ACK] Seq=2286361 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2065","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2287821","1","1460","63344  >  80 [ACK] Seq=2287821 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2066","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2289281","1","1460","63344  >  80 [ACK] Seq=2289281 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2067","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2290741","1","1460","63344  >  80 [ACK] Seq=2290741 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2068","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2292201","1","1460","63344  >  80 [ACK] Seq=2292201 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2069","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2293661","1","1460","63344  >  80 [PSH, ACK] Seq=2293661 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2070","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2295121","1","1460","63344  >  80 [ACK] Seq=2295121 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2071","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2296581","1","1460","63344  >  80 [ACK] Seq=2296581 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2072","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2298041","1","1460","63344  >  80 [ACK] Seq=2298041 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2073","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2299501","1","1460","63344  >  80 [ACK] Seq=2299501 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2074","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2300961","1","1460","63344  >  80 [ACK] Seq=2300961 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2075","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2302421","1","1460","63344  >  80 [ACK] Seq=2302421 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2076","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2303881","1","1460","63344  >  80 [ACK] Seq=2303881 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2077","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2305341","1","1460","63344  >  80 [ACK] Seq=2305341 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2078","4.542915","10.135.49.223","128.119.245.12","TCP","1514","2306801","1","1460","63344  >  80 [ACK] Seq=2306801 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2079","4.553234","128.119.245.12","10.135.49.223","TCP","54","1","1849712","0","80  >  63344 [ACK] Seq=1 Ack=1849712 Win=1195392 Len=0"
"2080","4.553340","10.135.49.223","128.119.245.12","TCP","1514","2308261","1","1460","63344  >  80 [ACK] Seq=2308261 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2081","4.553340","10.135.49.223","128.119.245.12","TCP","1514","2309721","1","1460","63344  >  80 [PSH, ACK] Seq=2309721 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2082","4.553340","10.135.49.223","128.119.245.12","TCP","1514","2311181","1","1460","63344  >  80 [ACK] Seq=2311181 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2083","4.553340","10.135.49.223","128.119.245.12","TCP","1514","2312641","1","1460","63344  >  80 [ACK] Seq=2312641 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2084","4.553340","10.135.49.223","128.119.245.12","TCP","1514","2314101","1","1460","63344  >  80 [ACK] Seq=2314101 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2085","4.553340","10.135.49.223","128.119.245.12","TCP","1514","2315561","1","1460","63344  >  80 [ACK] Seq=2315561 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2086","4.557666","128.119.245.12","10.135.49.223","TCP","54","1","1852632","0","80  >  63344 [ACK] Seq=1 Ack=1852632 Win=1195392 Len=0"
"2087","4.557666","128.119.245.12","10.135.49.223","TCP","54","1","1857012","0","80  >  63344 [ACK] Seq=1 Ack=1857012 Win=1195392 Len=0"
"2088","4.557777","10.135.49.223","128.119.245.12","TCP","1514","2317021","1","1460","63344  >  80 [ACK] Seq=2317021 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2089","4.557777","10.135.49.223","128.119.245.12","TCP","1514","2318481","1","1460","63344  >  80 [ACK] Seq=2318481 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
